# gapseq version: 2.0.0
# Transporter sequence DB md5sum: b99a77e (2026-05-26)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q6MI08|3.A.1.15.17	25.3	7.93e-09	47.4	82.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	25	202	transporter
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|Q6MI08|3.A.1.15.17	25.3	7.93e-09	47.4	82.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	25	202	transporter
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q6MI08|3.A.1.15.17	25.3	7.93e-09	47.4	82.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	25	202	transporter
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q6MI08|3.A.1.15.17	25.3	7.93e-09	47.4	82.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	25	202	transporter
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q6MI08|3.A.1.15.17	24.9	8.78e-09	47	89.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	203	transporter
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|Q6MI08|3.A.1.15.17	24.9	8.78e-09	47	89.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	203	transporter
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q6MI08|3.A.1.15.17	24.9	8.78e-09	47	89.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	203	transporter
gnl|TC-DB|Q6MI08|3.A.1.15.17	3.A.1.15.17	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q6MI08|3.A.1.15.17	24.9	8.78e-09	47	89.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	203	transporter
gnl|TC-DB|P42360|3.A.1.15.2	3.A.1.15.2	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|P42360|3.A.1.15.2	26.6	1.17e-15	68.6	82.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	228	transporter
gnl|TC-DB|P42360|3.A.1.15.2	3.A.1.15.2	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P42360|3.A.1.15.2	26.6	1.17e-15	68.6	82.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	228	transporter
gnl|TC-DB|P42360|3.A.1.15.2	3.A.1.15.2	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|P42360|3.A.1.15.2	21.7	1.38e-08	47.4	85.3	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	228	transporter
gnl|TC-DB|P42360|3.A.1.15.2	3.A.1.15.2	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P42360|3.A.1.15.2	21.7	1.38e-08	47.4	85.3	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	228	transporter
gnl|TC-DB|Q8DW86|3.A.1.15.20	3.A.1.15.20	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q8DW86|3.A.1.15.20	27.1	1.67e-17	73.6	86.3	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	213	transporter
gnl|TC-DB|Q8DW86|3.A.1.15.20	3.A.1.15.20	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q8DW86|3.A.1.15.20	27.1	1.67e-17	73.6	86.3	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	213	transporter
gnl|TC-DB|Q8DW86|3.A.1.15.20	3.A.1.15.20	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q8DW86|3.A.1.15.20	27.1	1.67e-17	73.6	86.3	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	213	transporter
gnl|TC-DB|Q8DW86|3.A.1.15.20	3.A.1.15.20	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q8DW86|3.A.1.15.20	23.9	4.59e-12	57.4	90	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	231	transporter
gnl|TC-DB|Q8DW86|3.A.1.15.20	3.A.1.15.20	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q8DW86|3.A.1.15.20	23.9	4.59e-12	57.4	90	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	231	transporter
gnl|TC-DB|Q8DW86|3.A.1.15.20	3.A.1.15.20	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q8DW86|3.A.1.15.20	23.9	4.59e-12	57.4	90	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	231	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	27.1	2.07e-22	87	86.3	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	15	212	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|Q9RNI9|3.A.1.15.6	29.3	5.3e-16	69.3	82.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	15	213	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Copper	Cu2+	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9RNI9|3.A.1.15.6	29.3	5.3e-16	69.3	82.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	15	213	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9RNI9|3.A.1.15.6	29.3	5.3e-16	69.3	82.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	15	213	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9RNI9|3.A.1.15.6	29.3	5.3e-16	69.3	82.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	15	213	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|Q9RNI9|3.A.1.15.6	24.8	1.95e-06	40.8	92.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	237	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Copper	Cu2+	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9RNI9|3.A.1.15.6	24.8	1.95e-06	40.8	92.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	237	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9RNI9|3.A.1.15.6	24.8	1.95e-06	40.8	92.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	237	transporter
gnl|TC-DB|Q9RNI9|3.A.1.15.6	3.A.1.15.6	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9RNI9|3.A.1.15.6	24.8	1.95e-06	40.8	92.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	237	transporter
gnl|TC-DB|Q9XCS1|3.A.1.15.7	3.A.1.15.7	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q9XCS1|3.A.1.15.7	25.5	1.31e-18	77.4	78.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	1	212	transporter
gnl|TC-DB|Q9XCS1|3.A.1.15.7	3.A.1.15.7	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9XCS1|3.A.1.15.7	25.5	1.31e-18	77.4	78.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	1	212	transporter
gnl|TC-DB|Q9XCS1|3.A.1.15.7	3.A.1.15.7	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9XCS1|3.A.1.15.7	25.5	1.31e-18	77.4	78.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	1	212	transporter
gnl|TC-DB|P96117|3.A.1.15.8	3.A.1.15.8	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|P96117|3.A.1.15.8	25.9	6.18e-19	78.2	82	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	5	217	transporter
gnl|TC-DB|P96117|3.A.1.15.8	3.A.1.15.8	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P96117|3.A.1.15.8	25.9	6.18e-19	78.2	82	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	5	217	transporter
gnl|TC-DB|P96117|3.A.1.15.8	3.A.1.15.8	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P96117|3.A.1.15.8	25.9	6.18e-19	78.2	82	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	5	217	transporter
gnl|TC-DB|P96117|3.A.1.15.8	3.A.1.15.8	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P96117|3.A.1.15.8	25.9	6.18e-19	78.2	82	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	5	217	transporter
gnl|TC-DB|Q2BM69|3.A.1.17.4	3.A.1.17.4	Taurine	Taurine	EX_cpd00210_e0	rxn05172,rxn09285	gnl|TC-DB|Q2BM69|3.A.1.17.4	28.9	3.49e-20	82	81.9	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	216	transporter
gnl|TC-DB|A7NH45|3.A.1.17.8	3.A.1.17.8	Thiamine	Thiamin	EX_cpd00305_e0	rxn05177,rxn09297	gnl|TC-DB|A7NH45|3.A.1.17.8	25.1	7.88e-15	66.2	76.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	201	transporter
gnl|TC-DB|P31548|3.A.1.19.1	3.A.1.19.1	Thiamine	Thiamin	EX_cpd00305_e0	rxn05177,rxn09297	gnl|TC-DB|P31548|3.A.1.19.1	27.8	1.69e-19	79	93.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	10	227	transporter
gnl|TC-DB|Q73RE4|3.A.1.19.2	3.A.1.19.2	Thiamine	Thiamin	EX_cpd00305_e0	rxn05177,rxn09297	gnl|TC-DB|Q73RE4|3.A.1.19.2	31.6	1.16e-22	87	96.2	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	3	208	transporter
gnl|TC-DB|Q73RE4|3.A.1.19.2	3.A.1.19.2	Thiamine	Thiamin	EX_cpd00305_e0	rxn05177,rxn09297	gnl|TC-DB|Q73RE4|3.A.1.19.2	26.3	8.92e-11	53.1	77.1	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	179	transporter
gnl|TC-DB|B7L6N0|3.A.1.19.4	3.A.1.19.4	Sulfate	Sulfate	EX_cpd00048_e0	rxn05153,rxn09276,rxn29239	gnl|TC-DB|B7L6N0|3.A.1.19.4	28.1	3.58e-14	63.5	82.9	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	200	transporter
gnl|TC-DB|B7L6N0|3.A.1.19.4	3.A.1.19.4	Thiosulfate	Thiosulfate	EX_cpd00268_e0	rxn05176,rxn09329,rxn34412,rxn34536	gnl|TC-DB|B7L6N0|3.A.1.19.4	28.1	3.58e-14	63.5	82.9	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	200	transporter
gnl|TC-DB|B7L6N0|3.A.1.19.4	3.A.1.19.4	Sulfate	Sulfate	EX_cpd00048_e0	rxn05153,rxn09276,rxn29239	gnl|TC-DB|B7L6N0|3.A.1.19.4	26.4	2.4e-12	57.8	76.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	178	transporter
gnl|TC-DB|B7L6N0|3.A.1.19.4	3.A.1.19.4	Thiosulfate	Thiosulfate	EX_cpd00268_e0	rxn05176,rxn09329,rxn34412,rxn34536	gnl|TC-DB|B7L6N0|3.A.1.19.4	26.4	2.4e-12	57.8	76.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	178	transporter
gnl|TC-DB|Q9F9B0|3.A.1.2.7	3.A.1.2.7	mannose	D-Mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q9F9B0|3.A.1.2.7	22.8	8.91e-12	57.4	85.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	215	transporter
gnl|TC-DB|O54370|3.A.1.20.1	3.A.1.20.1	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|O54370|3.A.1.20.1	28.6	6.74e-26	99.8	79.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	5	312	transporter
gnl|TC-DB|O54370|3.A.1.20.1	3.A.1.20.1	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|O54370|3.A.1.20.1	28.6	6.74e-26	99.8	79.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	5	312	transporter
gnl|TC-DB|Q9S409|3.A.1.22.1	3.A.1.22.1	Nickel	Nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|Q9S409|3.A.1.22.1	24.1	5.57e-10	50.8	90.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	203	transporter
gnl|TC-DB|Q9S409|3.A.1.22.1	3.A.1.22.1	Nickel	Nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|Q9S409|3.A.1.22.1	24.7	1.79e-09	49.7	79.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	169	transporter
gnl|TC-DB|Q79CI9|3.A.1.23.1	3.A.1.23.1	Nickel	Nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|Q79CI9|3.A.1.23.1	26.2	1.06e-16	71.2	86.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	15	215	transporter
gnl|TC-DB|Q79CI9|3.A.1.23.1	3.A.1.23.1	Nickel	Nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|Q79CI9|3.A.1.23.1	24.5	1.46e-13	61.6	90.8	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	223	transporter
gnl|TC-DB|Q97JB8|3.A.1.23.2	3.A.1.23.2	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q97JB8|3.A.1.23.2	28.8	4.46e-25	95.5	83.2	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	232	transporter
gnl|TC-DB|Q8RD07|3.A.1.23.5	3.A.1.23.5	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q8RD07|3.A.1.23.5	28.6	3.57e-23	89.4	86	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	8	211	transporter
gnl|TC-DB|Q8RD07|3.A.1.23.5	3.A.1.23.5	Nickel	Nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|Q8RD07|3.A.1.23.5	28.6	3.57e-23	89.4	86	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	8	211	transporter
gnl|TC-DB|Q05596|3.A.1.23.6	3.A.1.23.6	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q05596|3.A.1.23.6	19.2	1.73e-07	44.3	80.4	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	228	transporter
gnl|TC-DB|D5AQY6|3.A.1.23.7	3.A.1.23.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|D5AQY6|3.A.1.23.7	26.1	1.67e-15	68.2	81.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	216	transporter
gnl|TC-DB|D5AQY6|3.A.1.23.7	3.A.1.23.7	Nickel	Nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|D5AQY6|3.A.1.23.7	26.1	1.67e-15	68.2	81.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	216	transporter
gnl|TC-DB|O68106|3.A.1.23.8	3.A.1.23.8	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|O68106|3.A.1.23.8	31.2	1.09e-22	89	76.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	233	transporter
gnl|TC-DB|O68106|3.A.1.23.8	3.A.1.23.8	Nickel	Nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|O68106|3.A.1.23.8	31.2	1.09e-22	89	76.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	233	transporter
gnl|TC-DB|Q6GUB2|3.A.1.25.1	3.A.1.25.1	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|Q6GUB2|3.A.1.25.1	24.7	3.49e-07	43.1	85	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	216	transporter
gnl|TC-DB|A2RI01|3.A.1.25.4	3.A.1.25.4	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|A2RI01|3.A.1.25.4	31	5.12e-22	87	81.2	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	227	transporter
gnl|TC-DB|Q9WY65|3.A.1.25.5	3.A.1.25.5	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|Q9WY65|3.A.1.25.5	30.1	8.66e-24	91.7	80.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	21	234	transporter
gnl|TC-DB|Q9X1Z1|3.A.1.25.5	3.A.1.25.5	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|Q9X1Z1|3.A.1.25.5	25.2	1.05e-13	62.4	80.3	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	224	transporter
gnl|TC-DB|Q839D5|3.A.1.26.10	3.A.1.26.10	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.10	25.5	3.88e-12	58.2	78.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	228	transporter
gnl|TC-DB|Q839D5|3.A.1.26.10	3.A.1.26.10	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q839D5|3.A.1.26.10	25.5	3.88e-12	58.2	78.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	228	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	25.5	3.88e-12	58.2	78.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	228	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	28	1.77e-15	68.6	84.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	1	237	transporter
gnl|TC-DB|P02915|3.A.1.3.1	3.A.1.3.1	lysine	L-Lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|P02915|3.A.1.3.1	29.4	3.51e-22	87	81.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|P02915|3.A.1.3.1	3.A.1.3.1	arginine	L-Arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P02915|3.A.1.3.1	29.4	3.51e-22	87	81.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|P02915|3.A.1.3.1	3.A.1.3.1	ornithine	Ornithine	EX_cpd00064_e0	rxn05156,rxn09046,rxn27636	gnl|TC-DB|P02915|3.A.1.3.1	29.4	3.51e-22	87	81.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|P02915|3.A.1.3.1	3.A.1.3.1	histidine	L-Histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P02915|3.A.1.3.1	29.4	3.51e-22	87	81.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|O30506|3.A.1.3.11	3.A.1.3.11	arginine	L-Arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|O30506|3.A.1.3.11	24.9	8.47e-22	85.9	92.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	227	transporter
gnl|TC-DB|O30506|3.A.1.3.11	3.A.1.3.11	ornithine	Ornithine	EX_cpd00064_e0	rxn05156,rxn09046,rxn27636	gnl|TC-DB|O30506|3.A.1.3.11	24.9	8.47e-22	85.9	92.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	227	transporter
gnl|TC-DB|O30506|3.A.1.3.11	3.A.1.3.11	arginine	L-Arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|O30506|3.A.1.3.11	24.4	1.42e-08	47.4	80.3	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	203	transporter
gnl|TC-DB|O30506|3.A.1.3.11	3.A.1.3.11	ornithine	Ornithine	EX_cpd00064_e0	rxn05156,rxn09046,rxn27636	gnl|TC-DB|O30506|3.A.1.3.11	24.4	1.42e-08	47.4	80.3	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	203	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	lysine	L-Lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|P73721|3.A.1.3.12	27.7	1.35e-19	79.7	79.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	arginine	L-Arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P73721|3.A.1.3.12	27.7	1.35e-19	79.7	79.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	glutamine	L-Glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|P73721|3.A.1.3.12	27.7	1.35e-19	79.7	79.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	histidine	L-Histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P73721|3.A.1.3.12	27.7	1.35e-19	79.7	79.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	216	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	lysine	L-Lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|P73721|3.A.1.3.12	23.7	1.14e-12	59.3	89.7	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	233	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	arginine	L-Arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P73721|3.A.1.3.12	23.7	1.14e-12	59.3	89.7	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	233	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	glutamine	L-Glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|P73721|3.A.1.3.12	23.7	1.14e-12	59.3	89.7	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	233	transporter
